time.v,acceleration,time.l,lat. X accel.,lat. Y accel.,time.g,Gyro X,Gyro Y,Gyro Z
715.544,-0.722656,715.544,0.796875,0.460938,715.537,28.35,25.27,11.06
715.552,-0.722656,715.553,0.796875,0.460938,715.545,22.96,26.95,-7.84
715.56,-0.425781,715.561,0.683594,0.402344,715.553,22.96,26.95,-7.84
715.573,-0.710938,715.574,0.644531,0.492188,715.565,24.57,36.4,-68.18
715.583,-0.691406,715.583,0.710938,0.164062,715.575,18.62,36.4,-84.42
715.594,-0.4375,715.594,0.644531,0.445312,715.584,15.47,37.1,-103.04
715.6,-0.441406,715.604,0.667969,0.015625,715.595,16.59,39.55,-124.46
715.613,-0.46875,715.613,0.691406,0.246094,715.605,11.62,40.67,-140.77
715.62,-0.671875,715.625,0.757812,0.0351562,715.614,12.18,41.58,-155.4
715.631,-0.433594,715.631,0.65625,0.15625,715.625,10.57,42.98,-168.42
715.641,-0.289062,715.641,0.5625,0.179688,715.632,11.76,46.27,-181.3
715.651,-0.289062,715.652,0.5625,0.179688,715.642,12.32,47.74,-187.39
715.664,-0.726562,715.664,0.558594,0.277344,715.652,12.32,47.74,-187.39
715.673,-0.613281,715.674,0.46875,0.390625,715.665,12.18,54.25,-200.34
715.68,-0.710938,715.682,0.460938,0.382812,715.674,13.93,60.9,-210.49
715.691,-0.601562,715.691,0.417969,0.378906,715.682,13.65,65.73,-215.81
715.701,-0.648438,715.701,0.363281,0.460938,715.692,13.86,70.77,-220.64
715.712,-0.835938,715.712,0.34375,0.371094,715.701,14.63,74.83,-223.86
715.719,-0.902344,715.72,0.3125,0.527344,715.713,13.23,77.56,-223.09
715.729,-0.875,715.735,0.257812,0.449219,715.721,12.6,80.36,-220.29
715.743,-0.6875,715.744,0.238281,0.382812,715.736,10.36,83.79,-216.23
715.753,-0.6875,715.753,0.238281,0.382812,715.744,6.58,87.01,-208.6
715.759,-0.71875,715.76,0.304688,0.367188,715.753,6.58,87.01,-208.6
715.769,-0.71875,715.774,0.269531,0.429688,715.764,-2.52,87.92,-190.26
715.783,-0.867188,715.783,0.222656,0.484375,715.774,-8.05,85.12,-177.52
715.792,-0.699219,715.792,0.140625,0.472656,715.784,-12.88,81.13,-162.12
715.799,-0.582031,715.8,0.121094,0.410156,715.793,-21.42,68.04,-120.33
715.809,-0.734375,715.81,0.105469,0.5,715.804,-24.99,62.16,-101.71
715.82,-0.925781,715.821,0.0742188,0.429688,715.814,-28.07,57.47,-87.5
715.833,-0.710938,715.834,0.09375,0.511719,715.822,-32.76,52.08,-67.9
715.84,-0.546875,715.841,0.0898438,0.421875,715.835,-35.84,45.5,-43.89
715.852,-0.546875,715.853,0.0898438,0.421875,715.841,-36.4,39.69,-27.86
715.859,-0.820312,715.863,0.0585938,0.46875,715.853,-35.28,34.58,-15.75
715.869,-0.816406,715.87,0.0820312,0.492188,715.864,-35.49,28.84,-0.56
715.884,-0.554688,715.885,0.121094,0.339844,715.874,-35,22.19,20.51
715.891,-0.832031,715.892,0.0625,0.582031,715.885,-34.58,17.92,36.89
715.898,-0.832031,715.904,0.0820312,0.292969,715.892,-36.54,16.1,47.25
715.911,-0.726562,715.912,0.152344,0.484375,715.904,-39.55,11.41,66.01
715.921,-0.742188,715.921,0.144531,0.382812,715.912,-38.36,8.12,81.06
715.933,-0.863281,715.933,0.0546875,0.382812,715.921,-38.29,8.68,84.49
715.94,-0.847656,715.94,0.0898438,0.507812,715.934,-36.89,6.65,93.59
715.948,-0.847656,715.949,0.0898438,0.507812,715.941,-33.95,2.17,109.76
715.96,-0.8125,715.96,0.160156,0.441406,715.95,-33.95,2.17,109.76
715.969,-0.855469,715.969,0.113281,0.273438,715.961,-31.01,0.35,123.55
715.986,-0.710938,715.987,0.148438,0.449219,715.97,-32.76,0.84,126.14
715.994,-0.648438,715.995,0.164062,0.253906,715.988,-31.71,3.78,125.79
716,-0.757812,716.001,0.121094,0.390625,715.995,-31.71,3.78,125.79
716.01,-0.730469,716.011,0.136719,0.316406,716.001,-28.91,5.25,123.27
716.019,-0.527344,716.02,0.113281,0.328125,716.011,-28.21,3.29,129.08
716.031,-0.730469,716.032,0.117188,0.296875,716.021,-24.99,1.96,132.44
716.039,-0.96875,716.04,0.101562,0.417969,716.032,-22.68,0.98,133.98
716.049,-0.96875,716.049,0.101562,0.417969,716.04,-20.44,-1.19,140.07
716.058,-0.695312,716.059,0.214844,0.214844,716.054,-21.84,-3.43,150.85
716.071,-0.53125,716.071,0.195312,0.292969,716.063,-22.82,-2.94,155.12
716.083,-0.519531,716.083,0.0546875,0.289062,716.072,-20.86,1.89,146.3
716.091,-0.78125,716.091,0.0351562,0.332031,716.084,-20.37,5.25,138.88
716.101,-0.636719,716.101,0.128906,0.1875,716.092,-21.49,2.31,149.59
716.111,-0.824219,716.111,0.164062,0.382812,716.102,-22.96,-2.1,167.23
716.119,-0.847656,716.12,0.203125,0.277344,716.111,-22.47,-3.22,175.63
716.131,-0.894531,716.131,0.234375,0.320312,716.12,-21.07,-4.62,181.44
716.138,-0.902344,716.139,0.25,0.304688,716.133,-18.97,-5.11,182.98
716.15,-0.902344,716.151,0.25,0.304688,716.14,-16.52,-5.6,180.81
716.158,-0.832031,716.158,0.191406,0.296875,716.152,-13.02,-7.84,183.05
716.168,-0.992188,716.169,0.234375,0.320312,716.159,-13.02,-7.84,183.05
716.185,-0.992188,716.185,0.253906,0.296875,716.17,-10.99,-10.57,187.32
716.192,-1.01172,716.193,0.253906,0.296875,716.186,-6.23,-15.4,193.13
716.199,-1.09375,716.2,0.28125,0.324219,716.194,-6.23,-15.4,193.13
716.207,-0.730469,716.208,0.289062,0.222656,716.2,-5.53,-17.5,198.03
716.217,-0.730469,716.224,0.351562,0.28125,716.212,-3.15,-19.25,195.86
716.23,-0.976562,716.23,0.3125,0.265625,716.22,-0.84,-19.32,188.02
716.24,-0.566406,716.24,0.222656,0.199219,716.23,1.61,-20.23,182.21
716.248,-0.566406,716.248,0.222656,0.199219,716.241,3.22,-21.63,179.97
716.257,-0.960938,716.261,0.351562,0.257812,716.251,3.57,-23.03,179.76
716.267,-1.09375,716.268,0.414062,0.300781,716.261,4.34,-23.66,176.05
716.285,-0.679688,716.286,0.320312,0.207031,716.269,6.58,-22.61,163.17
716.291,-0.636719,716.292,0.3125,0.199219,716.287,9.87,-20.65,145.81
716.3,-1.26172,716.3,0.511719,0.339844,716.292,11.55,-19.53,133.98
716.307,-1.01562,716.308,0.453125,0.242188,716.301,13.65,-18.55,119.77
716.317,-0.765625,716.318,0.375,0.214844,716.309,19.46,-16.8,95.2
716.327,-1.11719,716.328,0.421875,0.28125,716.322,23.03,-15.89,78.89
716.34,-1.08594,716.34,0.386719,0.316406,716.334,24.71,-16.24,69.51
716.348,-1.08594,716.349,0.386719,0.316406,716.341,26.88,-16.94,61.04
716.36,-0.710938,716.361,0.332031,0.234375,716.35,26.88,-16.94,61.04
716.37,-1.21094,716.37,0.488281,0.3125,716.361,28.84,-14.21,42.56
716.378,-1.09375,716.379,0.445312,0.304688,716.372,30.52,-10.36,22.19
716.388,-0.535156,716.389,0.285156,0.191406,716.379,34.79,-5.88,-3.99
716.4,-1.03906,716.4,0.332031,0.335938,716.39,37.24,-3.78,-17.08
716.409,-0.949219,716.409,0.300781,0.214844,716.401,36.12,-3.15,-19.46
716.419,-0.8125,716.419,0.3125,0.234375,716.409,34.44,-2.59,-16.73
716.429,-0.75,716.429,0.324219,0.308594,716.42,31.78,0.14,-18.2
716.436,-0.75,716.44,0.425781,0.246094,716.43,31.5,4.2,-28.7
716.447,-1.12891,716.449,0.425781,0.246094,716.44,31.22,7.42,-40.95
716.458,-0.851562,716.459,0.3125,0.175781,716.449,31.22,7.42,-40.95
716.47,-0.828125,716.47,0.285156,0.300781,716.459,33.04,14.28,-66.78
716.476,-0.917969,716.477,0.28125,0.296875,716.47,32.27,15.4,-67.34
716.488,-0.78125,716.489,0.273438,0.246094,716.483,30.24,15.61,-63.28
716.497,-0.722656,716.498,0.273438,0.3125,716.489,27.58,15.61,-57.33
716.508,-1.02344,716.509,0.351562,0.332031,716.498,26.25,16.03,-56.56
716.519,-0.835938,716.519,0.320312,0.300781,716.509,25.48,17.22,-61.04
716.53,-0.660156,716.53,0.285156,0.25,716.52,26.32,19.53,-71.12
716.536,-0.738281,716.54,0.261719,0.285156,716.531,27.65,21.91,-81.9
716.546,-0.738281,716.547,0.261719,0.285156,716.54,28.56,23.31,-87.57
716.557,-0.917969,716.557,0.269531,0.316406,716.551,23.8,25.55,-79.52
716.566,-0.628906,716.57,0.234375,0.230469,716.558,23.8,25.55,-79.52
716.576,-0.734375,716.578,0.234375,0.308594,716.57,21.56,26.95,-78.82
716.587,-0.839844,716.588,0.273438,0.277344,716.579,20.72,29.47,-83.44
716.596,-0.515625,716.597,0.242188,0.242188,716.589,18.41,32.9,-87.99
716.606,-0.515625,716.61,0.1875,0.273438,716.601,17.5,36.68,-94.5
716.617,-0.898438,716.617,0.171875,0.292969,716.611,17.71,38.78,-97.16
716.63,-0.566406,716.63,0.171875,0.292969,716.618,13.65,38.92,-90.51
716.637,-0.382812,716.638,0.132812,0.175781,716.631,9.59,39.2,-77.56
716.647,-0.382812,716.647,0.132812,0.175781,716.638,6.09,40.67,-72.87
716.659,-0.53125,716.659,0.152344,0.191406,716.648,6.09,40.67,-72.87
716.669,-0.289062,716.669,0.113281,0.257812,716.66,0.14,44.24,-64.47
716.679,-0.363281,716.679,0.0859375,0.304688,716.67,-0.21,45.43,-60.62
716.687,-0.691406,716.688,0.125,0.316406,716.68,-1.47,45.43,-59.15
716.699,-0.621094,716.699,0.152344,0.222656,716.689,-2.94,45.78,-58.45
716.707,-0.214844,716.708,-0.0234375,0.355469,716.7,-4.48,48.65,-60.9
716.719,-0.242188,716.719,-0.0078125,0.179688,716.708,-4.83,54.81,-66.43
716.726,-0.148438,716.731,0.0273438,0.214844,716.719,-8.33,53.41,-59.01
716.739,-0.113281,716.739,0.0078125,0.242188,716.731,-7.77,53.27,-54.53
716.748,-0.113281,716.749,0.0078125,0.242188,716.739,-7.42,54.32,-55.37
716.757,-0.238281,716.757,-0.0195312,0.234375,716.75,-7.42,54.67,-55.37
716.766,-0.277344,716.77,-0.0195312,0.253906,716.761,-7.56,53.97,-52.01
716.781,-0.246094,716.782,-0.0351562,0.21875,716.77,-7.63,53.9,-48.65
716.786,-0.277344,716.787,-0.0390625,0.265625,716.782,-8.47,54.32,-45.36
716.796,-0.277344,716.797,-0.0429688,0.234375,716.791,-8.82,54.74,-42.77
716.807,-0.226562,716.808,-0.0546875,0.261719,716.8,-9.1,55.02,-40.6
716.818,-0.222656,716.819,-0.0625,0.230469,716.808,-8.68,55.09,-38.85
716.829,-0.199219,716.829,-0.0664062,0.242188,716.819,-8.26,55.23,-37.52
716.839,-0.175781,716.839,-0.0820312,0.238281,716.829,-7.28,55.37,-36.47
716.846,-0.175781,716.847,-0.0820312,0.238281,716.839,-6.65,55.65,-35.49
716.857,-0.164062,716.858,-0.109375,0.238281,716.847,-6.65,55.65,-35.49
716.867,-0.152344,716.868,-0.125,0.234375,716.858,-5.11,55.93,-32.69
716.875,-0.15625,716.876,-0.140625,0.242188,716.868,-4.27,56.07,-30.73
716.888,-0.148438,716.888,-0.144531,0.21875,716.881,-3.85,56.28,-28.42
716.895,-0.136719,716.899,-0.15625,0.246094,716.889,-3.43,56.28,-25.34
716.906,-0.152344,716.906,-0.164062,0.238281,716.899,-2.59,56.7,-23.24
716.918,-0.164062,716.918,-0.167969,0.25,716.907,-2.31,57.19,-21.49
716.929,-0.160156,716.929,-0.171875,0.257812,716.918,-1.68,57.82,-19.6
716.936,-0.167969,716.936,-0.183594,0.265625,716.929,-1.4,58.45,-17.78
716.947,-0.167969,716.947,-0.183594,0.265625,716.937,-0.91,59.15,-16.45
716.958,-0.167969,716.958,-0.199219,0.273438,716.948,-0.91,59.15,-16.45
716.968,-0.164062,716.968,-0.210938,0.289062,716.959,-0.14,61.32,-13.72
716.979,-0.171875,716.98,-0.214844,0.296875,716.969,0.21,62.51,-12.81
716.988,-0.1875,716.988,-0.210938,0.324219,716.98,0.42,63.84,-11.69
716.995,-0.1875,716.998,-0.238281,0.324219,716.989,0.7,65.03,-10.22
717.008,-0.207031,717.008,-0.238281,0.324219,716.998,0.56,67.62,-7.84
717.016,-0.226562,717.017,-0.25,0.316406,717.009,0.56,67.62,-7.84
717.028,-0.210938,717.028,-0.246094,0.328125,717.018,0,69.58,-8.05
717.035,-0.167969,717.036,-0.246094,0.324219,717.028,-0.84,71.89,-8.82
717.045,-0.167969,717.046,-0.246094,0.324219,717.039,-2.1,75.04,-12.04
717.058,-0.183594,717.058,-0.363281,0.324219,717.049,0.42,80.22,-20.65
717.067,-0.230469,717.068,-0.339844,0.296875,717.058,0.42,80.22,-20.65
717.078,-0.253906,717.079,-0.328125,0.289062,717.068,0.49,81.13,-22.75
717.086,-0.214844,717.086,-0.417969,0.3125,717.079,1.75,84.98,-30.8
717.098,-0.214844,717.098,-0.476562,0.320312,717.087,4.76,89.11,-39.76
717.108,-0.257812,717.109,-0.511719,0.238281,717.101,7.28,90.16,-41.09
717.116,-0.222656,717.116,-0.570312,0.21875,717.109,9.03,91.7,-40.74
717.128,-0.175781,717.128,-0.609375,0.171875,717.117,10.29,94.92,-42.84
717.135,-0.191406,717.135,-0.644531,0.140625,717.128,11.34,98,-45.85
717.144,-0.191406,717.148,-0.6875,-0.0117188,717.136,12.81,101.36,-49.21
717.155,-0.160156,717.156,-0.921875,-0.121094,717.148,7.98,114.38,-66.85
717.165,-0.148438,717.166,-0.847656,-0.152344,717.158,7.28,122.85,-81.06
717.181,-0.265625,717.181,-0.605469,0.105469,717.166,-3.15,132.44,-97.44
717.187,-0.210938,717.187,-0.875,0.863281,717.182,-9.03,149.87,-132.65
717.196,-0.222656,717.197,-1.17578,0.59375,717.188,-12.81,171.08,-176.05
717.207,-0.289062,717.207,-1.03125,0.175781,717.198,-45.22,189.56,-203.49
717.218,-0.253906,717.218,-1.00781,0.980469,717.207,-66.36,202.51,-206.85
717.228,-0.347656,717.228,-1.21484,0.445312,717.218,-77,213.29,-214.13
717.234,-0.367188,717.235,-1.23828,0.988281,717.228,-96.88,216.93,-218.12
717.245,-0.367188,717.245,-1.23828,0.988281,717.238,-103.25,218.4,-212.31
717.256,-0.527344,717.256,-1.36328,-0.3125,717.246,-103.25,218.4,-212.31
717.266,-0.570312,717.267,-1.66016,0.0898438,717.257,-132.72,238.98,-226.8
717.278,-0.605469,717.278,-1.96484,0.429688,717.267,-147.91,249.9,-239.12
717.286,-0.703125,717.287,-1.70703,0.339844,717.279,-171.57,261.87,-237.79
717.297,-0.644531,717.297,-1.45703,-0.0664062,717.287,-194.32,274.33,-224.7
717.304,-0.8125,717.305,-1.29688,-1.79688,717.298,-203.56,279.51,-221.62
717.316,-0.90625,717.317,-1.375,-0.0117188,717.309,-224.14,278.95,-222.46
717.329,-0.988281,717.329,-0.96875,-2.01562,717.317,-240.03,282.17,-222.53
717.337,-1.00391,717.337,-1.26562,-0.257812,717.329,-264.46,287,-225.47
717.346,-1.00391,717.346,-1.26562,-0.257812,717.337,-277.9,285.67,-226.94
717.356,-1.25,717.357,-0.898438,-0.671875,717.347,-277.9,285.67,-226.94
717.365,-1.375,717.365,-0.78125,-1.31641,717.357,-321.72,275.87,-209.3
717.378,-1.58203,717.378,-0.703125,-0.914062,717.366,-345.03,269.5,-194.88
717.383,-1.58203,717.388,-0.644531,-0.65625,717.379,-362.6,261.17,-186.97
717.397,-1.60156,717.397,-0.597656,-0.863281,717.39,-379.89,256.2,-185.71
717.404,-1.60156,717.408,-0.546875,-0.40625,717.398,-394.52,248.29,-189.84
717.414,-1.74609,717.417,-0.417969,-0.921875,717.408,-401.38,235.55,-187.53
717.427,-1.77734,717.427,-0.382812,-0.191406,717.417,-414.68,222.6,-175.21
717.436,-2.17969,717.436,-0.25,-0.476562,717.427,-423.5,210.07,-161.14
717.444,-2.17969,717.444,-0.25,-0.476562,717.437,-433.86,198.17,-146.23
717.453,-2.31641,717.458,-0.125,-0.296875,717.445,-433.86,198.17,-146.23
717.466,-2.625,717.466,0.152344,-0.183594,717.458,-452.9,171.22,-112.77
717.475,-2.52344,717.476,0.117188,-0.0625,717.466,-456.05,161.91,-95.97
717.486,-2.64844,717.486,0.0976562,0.234375,717.476,-455,154.77,-97.93
717.496,-2.79297,717.496,0.28125,-0.253906,717.486,-452.97,145.18,-111.23
717.506,-2.44141,717.506,0.0507812,0.332031,717.496,-449.61,134.54,-120.05
717.513,-2,717.514,0.183594,-0.078125,717.507,-446.11,119.91,-126.91
717.525,-1.73047,717.525,0.214844,-0.5,717.518,-442.61,102.97,-133.77
717.534,-1.61328,717.534,0.0273438,0.238281,717.526,-434.7,88.55,-143.85
717.543,-1.61328,717.545,0.0273438,0.238281,717.535,-432.04,73.57,-157.36
717.554,-1.61719,717.555,0.171875,-0.160156,717.545,-432.04,73.57,-157.36
717.564,-1.22656,717.564,0.015625,-0.257812,717.555,-427.56,42.7,-183.68
717.577,-1.08984,717.578,0.03125,-0.046875,717.565,-420.56,28.35,-203.35
717.586,-1.17969,717.587,0.0195312,-0.140625,717.578,-419.3,12.74,-216.58
717.6,-1.09766,717.6,-0.0546875,-0.226562,717.587,-417.76,-5.39,-225.82
717.606,-1.13672,717.606,-0.0859375,-0.191406,717.601,-414.61,-24.99,-238
717.616,-1.07422,717.616,-0.242188,-0.207031,717.607,-412.93,-45.15,-248.99
717.627,-1.09766,717.627,-0.0234375,0.175781,717.617,-409.85,-65.87,-256.83
717.633,-0.941406,717.638,0.046875,-0.0546875,717.628,-406.28,-85.61,-263.48
717.646,-0.941406,717.646,0.046875,-0.0546875,717.638,-402.92,-102.62,-276.22
717.655,-0.902344,717.656,-0.203125,-0.00390625,717.646,-402.92,-102.62,-276.22
717.665,-0.925781,717.665,-0.171875,0.144531,717.656,-394.1,-144.76,-293.72
717.68,-1.01562,717.68,-0.347656,-0.207031,717.666,-390.18,-169.26,-300.3
717.686,-1.03516,717.686,-0.667969,0.0234375,717.681,-383.74,-193.62,-307.44
717.694,-1.05859,717.694,-0.691406,-0.125,717.686,-354.41,-232.4,-336.42
717.706,-1.24609,717.706,-0.839844,-0.148438,717.696,-343.49,-248.01,-346.08
717.717,-1.28125,717.717,-0.894531,-0.0078125,717.707,-331.1,-265.3,-350.56
717.723,-1.34375,717.724,-1,0.0195312,717.717,-319.06,-279.37,-354.27
717.734,-1.35938,717.734,-0.953125,0.433594,717.729,-304.85,-292.46,-358.33
717.743,-1.35938,717.744,-0.953125,0.433594,717.735,-283.85,-304.71,-363.93
717.754,-1.34375,717.754,-1.23047,0.0117188,717.748,-266.7,-313.95,-372.33
717.766,-1.26172,717.766,-1.21875,0.433594,717.755,-247.31,-321.3,-379.89
717.777,-1.27344,717.777,-1.28125,0.171875,717.766,-223.3,-327.46,-386.75
717.784,-1.24219,717.785,-1.26562,0.367188,717.778,-202.93,-331.94,-393.4
717.796,-1.24609,717.796,-1.35938,0.171875,717.786,-178.85,-336.56,-397.88
717.805,-1.17578,717.805,-1.40234,0.0195312,717.797,-154.35,-339.08,-400.68
717.813,-1.14062,717.814,-1.40234,-0.351562,717.807,-131.25,-338.59,-401.59
717.825,-1.09375,717.826,-1.28906,-0.550781,717.815,-109.69,-336.84,-402.85
717.832,-1,717.835,-1.17188,-0.414062,717.826,-90.23,-332.85,-403.55
717.843,-1,717.843,-1.17188,-0.414062,717.836,-71.19,-325.43,-402.92
717.853,-0.816406,717.854,-1.04297,-0.902344,717.845,-71.19,-325.43,-402.92
717.865,-0.777344,717.865,-0.871094,-1.36719,717.855,-31.29,-311.29,-398.79
717.875,-0.742188,717.876,-0.859375,-0.742188,717.866,-18.97,-303.73,-399.28
717.882,-0.6875,717.885,-0.847656,-1.22266,717.876,-5.53,-295.82,-399.7
717.892,-0.683594,717.893,-0.753906,-0.925781,717.885,7.14,-286.23,-400.68
717.904,-0.667969,717.904,-1.10156,-0.792969,717.894,19.39,-275.8,-400.96
717.915,-0.628906,717.915,-0.753906,-1.17578,717.905,30.73,-265.86,-399.49
717.923,-0.566406,717.923,-0.789062,-0.824219,717.916,40.74,-253.75,-396.27
717.935,-0.597656,717.936,-0.464844,-1.54297,717.924,52.99,-241.29,-393.61
717.943,-0.597656,717.943,-0.464844,-1.54297,717.938,59.29,-228.97,-391.02
717.952,-0.582031,717.957,-0.441406,-1.41016,717.944,59.29,-228.97,-391.02
717.962,-0.554688,717.963,-0.175781,-0.972656,717.958,72.52,-216.44,-387.03
717.976,-0.539062,717.977,0.0976562,-1.0625,717.967,80.71,-207.34,-387.94
717.985,-0.53125,717.985,0.171875,-0.929688,717.977,88.9,-201.04,-390.53
717.992,-0.53125,717.995,0.222656,-0.917969,717.986,96.39,-194.46,-391.23
718.005,-0.507812,718.005,0.28125,-1.05469,717.996,105.91,-187.32,-393.4
718.012,-0.476562,718.016,0.453125,-0.554688,718.006,114.52,-177.8,-399.28
718.025,-0.480469,718.026,0.5,-0.742188,718.016,124.39,-169.26,-401.1
718.035,-0.472656,718.037,0.570312,-0.589844,718.026,130.2,-162.61,-397.74
718.045,-0.472656,718.045,0.570312,-0.589844,718.037,141.05,-153.93,-399.84
718.055,-0.476562,718.055,0.65625,-0.628906,718.045,141.05,-153.93,-399.84
718.063,-0.421875,718.064,0.691406,-0.0507812,718.056,149.94,-135.17,-399.77
718.076,-0.40625,718.076,0.726562,-0.269531,718.065,163.31,-126.28,-396.83
718.09,-0.480469,718.084,0.886719,-0.0976562,718.076,163.87,-116.34,-395.57
718.094,-0.480469,718.095,0.886719,-0.0976562,718.085,178.99,-99.75,-393.12
718.104,-0.390625,718.105,0.871094,0.4375,718.095,178.99,-99.75,-393.12
718.114,-0.484375,718.115,0.925781,-0.0625,718.105,179.76,-91.49,-389.27
718.124,-0.519531,718.125,0.992188,0.234375,718.115,178.71,-82.39,-388.92
718.135,-0.480469,718.135,0.894531,0.867188,718.125,191.31,-74.27,-388.36
718.145,-0.480469,718.145,0.894531,0.867188,718.136,196.14,-65.8,-382.76
718.152,-0.300781,718.152,1.45312,0.402344,718.145,196.14,-65.8,-382.76
718.164,-0.332031,718.164,1.5,0.195312,718.153,193.9,-60.41,-326.13
718.175,-0.324219,718.175,1.38672,0.152344,718.165,185.64,-56.21,-324.03
718.181,-0.261719,718.182,1.48047,0.460938,718.176,181.23,-55.86,-311.57
718.193,-0.316406,718.194,1.46484,0.378906,718.186,182.56,-62.16,-290.57
718.203,-0.347656,718.204,1.35156,0.574219,718.194,178.01,-68.18,-276.78
718.211,-0.410156,718.212,0.46875,1.37109,718.204,180.67,-71.26,-269.64
718.221,-0.386719,718.222,-0.0585938,1.72266,718.216,184.45,-71.89,-249.34
718.233,-0.28125,718.233,0.484375,1.27734,718.226,192.92,-62.23,-217.21
718.246,-0.28125,718.246,1.10938,0.457031,718.234,193.9,-50.33,-186.55
718.253,-0.1875,718.254,1.51562,0.964844,718.246,190.33,-57.12,-142.45
718.263,-0.242188,718.264,1.74609,0.78125,718.254,193.41,-72.38,-94.15
718.274,-0.246094,718.274,1.23828,0.421875,718.264,180.46,-74.69,-75.32
718.285,-0.128906,718.286,1.10547,1.19141,718.274,173.6,-79.45,-54.88
718.293,-0.164062,718.294,1.17578,0.976562,718.286,175.28,-93.31,-17.99
718.303,-0.214844,718.304,0.699219,1.03516,718.294,163.66,-104.3,8.33
718.314,-0.1875,718.314,0.578125,1.44141,718.304,156.73,-109.27,40.11
718.322,-0.246094,718.322,0.9375,0.945312,718.315,151.34,-108.36,68.46
718.333,-0.265625,718.333,1.02734,0.65625,718.323,135.94,-115.01,102.55
718.345,-0.167969,718.346,0.71875,0.890625,718.334,126.7,-128.1,156.17
718.353,-0.113281,718.353,0.597656,0.746094,718.347,113.68,-132.02,196.35
718.363,-0.132812,718.363,0.726562,0.570312,718.353,91.49,-138.18,236.53
718.37,-0.167969,718.378,1,0.667969,718.363,72.94,-151.48,293.23
718.385,-0.175781,718.386,0.882812,0.25,718.381,27.65,-156.1,337.4
718.393,-0.117188,718.393,0.800781,0.363281,718.387,27.65,-156.1,337.4
718.402,-0.109375,718.402,0.863281,0.5625,718.393,-1.47,-154.7,357.21
718.41,-0.175781,718.414,0.953125,0.320312,718.403,-37.24,-147,365.89
718.423,-0.242188,718.423,1.02734,0.328125,718.414,-69.09,-133.7,354.9
718.433,-0.253906,718.433,0.898438,0.398438,718.424,-99.96,-112.35,325.43
718.447,-0.210938,718.448,0.824219,0.574219,718.433,-126.07,-90.79,287.84
718.453,-0.25,718.453,0.867188,0.976562,718.443,-140.84,-71.96,248.29
718.461,-0.351562,718.462,0.859375,0.722656,718.453,-160.44,-46.9,188.93
718.475,-0.359375,718.475,0.832031,0.90625,718.462,-176.47,-27.58,138.81
718.484,-0.394531,718.484,0.835938,1.04688,718.476,-177.87,-19.11,113.54
718.49,-0.554688,718.494,0.867188,0.535156,718.484,-188.86,-10.57,89.32
