# Time (s),Altitude (m),Vertical velocity (m/s),Total velocity (m/s),Vertical acceleration (m/s²),Total acceleration (m/s²),Position East of launch (m),Position North of launch (m),Lateral distance (m),Lateral direction (°),Lateral velocity (m/s),Lateral acceleration (m/s²),Latitude (° N),Longitude (° E),Angle of attack (°),Roll rate (°/s),Pitch rate (°/s),Yaw rate (°/s),Vertical orientation (zenith) (°),Lateral orientation (azimuth) (°)
5.312,796.112,265.078,267.443,13.532,13.992,84.847,0.014,84.847,89.991,35.489,3.56,28.61,-80.599,0.009,1.643e-5,1.38,-0.101,81.099,89.983
5.362,809.381,265.699,268.083,11.319,11.957,86.625,0.014,86.625,89.991,35.672,3.853,28.61,-80.599,0.085,1.663e-5,-0.788,-0.008,81.036,89.985
5.412,822.68,266.21,268.616,9.192,9.918,88.414,0.015,88.414,89.99,35.874,3.724,28.61,-80.599,0.118,1.944e-5,2.156,0.01,81.07,89.984
5.462,836.001,266.624,269.044,7.341,7.542,90.212,0.015,90.212,89.99,36.006,1.733,28.61,-80.599,0.135,2.128e-5,-1.729,0.006,81.187,89.985
5.512,849.34,266.941,269.367,5.311,5.405,92.014,0.016,92.014,89.99,36.07,1.004,28.61,-80.599,0.197,1.869e-5,2.1,-0.002,81.182,89.985
5.56,862.145,267.146,269.577,3.188,3.552,93.744,0.016,93.744,89.99,36.125,1.567,28.61,-80.599,0.069,1.687e-5,5.254,-0.034,80.994,89.983
5.567,864.029,267.167,269.6,2.852,3.383,93.999,0.016,93.999,89.99,36.137,1.82,28.61,-80.599,0.024,1.688e-5,5.393,-0.093,80.957,89.983
5.578,866.855,267.195,269.631,2.482,3.329,94.381,0.016,94.381,89.99,36.158,2.219,28.61,-80.599,0.043,1.687e-5,-5.345,-0.05,80.9,89.983
5.593,871.095,267.23,269.671,1.933,3.381,94.955,0.017,94.955,89.99,36.198,2.773,28.61,-80.599,0.137,1.671e-5,-4.716,-0.015,80.819,89.983
5.617,877.455,267.267,269.717,1.191,3.286,95.818,0.017,95.818,89.99,36.269,3.062,28.61,-80.599,0.196,1.514e-5,-2.907,-0.006,80.727,89.984
5.653,886.996,267.292,269.755,0.205,2.76,97.114,0.017,97.114,89.99,36.375,2.753,28.61,-80.599,0.172,1.982e-5,0.006,-0.004,80.676,89.985
5.703,900.361,267.269,269.749,-1.079,2.161,98.936,0.018,98.936,89.99,36.493,1.872,28.61,-80.599,0.074,1.595e-5,2.838,-0.041,80.757,89.989
5.753,913.722,267.185,269.674,-2.296,2.377,100.763,0.018,100.763,89.99,36.554,0.615,28.61,-80.599,0.083,1.344e-5,-2.599,-0.028,80.906,89.992
5.803,927.078,267.036,269.53,-3.664,3.689,102.591,0.019,102.591,89.989,36.579,0.434,28.61,-80.599,0.076,1.43e-5,-0.871,-0.024,80.991,89.988
5.853,940.425,266.822,269.317,-4.939,4.961,104.42,0.019,104.42,89.989,36.574,0.459,28.61,-80.599,0.181,1.125e-5,2.22,-0.036,80.965,89.98
5.871,945.243,266.728,269.223,-5.484,5.487,105.08,0.02,105.08,89.989,36.568,0.184,28.61,-80.599,0.127,1.148e-5,3.427,-0.048,80.913,89.978
5.898,952.466,266.57,269.067,-6.145,6.16,106.071,0.02,106.071,89.989,36.571,0.427,28.61,-80.599,0.02,1.123e-5,4.28,-0.327,80.806,89.976
5.939,963.293,266.3,268.805,-7.157,7.306,107.558,0.02,107.558,89.989,36.61,1.468,28.61,-80.599,0.163,8.482e-6,-2.982,-0.035,80.648,89.976
5.989,976.598,265.914,268.434,-8.253,8.469,109.391,0.021,109.391,89.989,36.7,1.903,28.61,-80.599,0.256,4.017e-7,1.802,-0.021,80.613,89.983
6.025,986.352,265.599,268.131,-8.844,8.896,110.739,0.022,110.739,89.989,36.756,0.962,28.61,-80.599,0.129,-2.578e-6,5.038,-0.046,80.744,89.987
6.075,999.62,265.139,267.675,-9.573,9.61,112.577,0.022,112.577,89.989,36.756,0.846,28.61,-80.599,0.131,-5.288e-6,-4.821,-0.039,81.012,89.989
6.125,1012.865,264.64,267.17,-10.41,10.61,114.413,0.023,114.413,89.989,36.684,2.051,28.61,-80.599,0.297,-1.256e-5,-0.379,-0.015,81.154,89.986
6.158,1021.433,264.292,266.817,-11.068,11.256,115.6,0.023,115.6,89.989,36.615,2.049,28.61,-80.599,0.281,-1.15e-5,3.71,-0.011,81.099,89.983
6.171,1024.915,264.145,266.667,-11.379,11.512,116.083,0.023,116.083,89.988,36.59,1.745,28.61,-80.599,0.227,-1.158e-5,5.111,-0.016,81.041,89.982
6.191,1030.135,263.917,266.437,-11.679,11.73,116.806,0.024,116.806,89.988,36.561,1.097,28.61,-80.599,0.119,-1.152e-5,6.544,-0.035,80.924,89.981
6.22,1037.955,263.563,266.085,-12.156,12.156,117.889,0.024,117.889,89.988,36.545,0.008,28.61,-80.599,0.065,-1.108e-5,-6.865,-0.064,80.72,89.979
6.265,1049.666,263.007,265.538,-12.821,12.881,119.515,0.024,119.515,89.988,36.575,1.245,28.61,-80.599,0.28,-8.774e-6,-3.528,-0.005,80.476,89.976
6.3,1058.784,262.556,265.098,-13.2,13.276,120.785,0.025,120.785,89.988,36.624,1.421,28.61,-80.599,0.319,-1.26e-5,0.921,-0.01,80.429,89.976
6.33,1066.815,262.149,264.699,-13.345,13.353,121.907,0.025,121.907,89.988,36.654,0.464,28.61,-80.599,0.173,-1.408e-5,4.084,-0.018,80.511,89.979
6.376,1078.839,261.533,264.086,-13.516,13.578,123.59,0.026,123.59,89.988,36.633,1.291,28.61,-80.599,0.104,-1.466e-5,-4.585,-0.017,80.728,89.987
6.426,1091.898,260.85,263.396,-13.757,14.086,125.419,0.027,125.419,89.988,36.53,3.026,28.61,-80.599,0.375,-1.433e-5,-0.026,-0.004,80.864,89.99
6.453,1098.779,260.485,263.022,-13.98,14.373,126.382,0.027,126.382,89.988,36.443,3.337,28.61,-80.599,0.419,-1.624e-5,4.362,-0.01,80.808,89.988
6.471,1103.589,260.224,262.756,-14.296,14.499,127.055,0.027,127.055,89.988,36.39,2.414,28.61,-80.599,0.264,-1.544e-5,6.918,-0.014,80.702,89.986
6.499,1110.795,259.818,262.348,-14.979,15,128.063,0.028,128.063,89.988,36.345,0.783,28.61,-80.599,0.019,-1.582e-5,-8.29,-0.095,80.484,89.981
6.54,1121.582,259.177,261.712,-15.843,15.849,129.573,0.028,129.573,89.988,36.341,0.442,28.61,-80.599,0.247,-1.25e-5,-5.874,-0.01,80.178,89.974
6.581,1132.16,258.513,261.06,-16.637,16.696,131.059,0.029,131.059,89.987,36.38,1.397,28.61,-80.599,0.427,-1.602e-5,-0.354,1.866e-4,80.041,89.972
6.605,1138.303,258.113,260.669,-16.964,17.009,131.925,0.029,131.925,89.987,36.413,1.234,28.61,-80.599,0.411,-1.437e-5,3.707,0.006,80.082,89.972
6.63,1144.71,257.69,260.252,-17.12,17.12,132.83,0.029,132.83,89.987,36.429,0.02,28.61,-80.599,0.21,-1.241e-5,6.781,0.012,80.216,89.974
6.667,1154.3,257.048,259.611,-17.361,17.467,134.187,0.03,134.187,89.987,36.389,1.924,28.61,-80.599,0.104,-1.149e-5,-7.294,0.037,80.492,89.981
6.717,1167.131,256.168,258.72,-17.872,18.203,136.003,0.031,136.003,89.987,36.251,3.454,28.61,-80.599,0.351,-2.599e-5,-2.666,0.013,80.758,89.991
6.747,1174.718,255.632,258.174,-18.284,18.65,137.076,0.031,137.076,89.987,36.144,3.676,28.61,-80.599,0.379,-2.649e-5,1.609,0.01,80.774,89.994
6.771,1180.929,255.182,257.717,-18.732,18.987,137.954,0.031,137.954,89.987,36.06,3.105,28.61,-80.599,0.271,-2.514e-5,4.697,0.012,80.695,89.993
6.807,1190.224,254.486,257.016,-19.426,19.502,139.268,0.032,139.268,89.987,35.972,1.718,28.61,-80.599,0.012,-2.455e-5,6.686,0.415,80.477,89.986
6.857,1202.924,253.491,256.025,-20.344,20.344,141.065,0.033,141.065,89.987,35.928,0.168,28.61,-80.599,0.289,-2.067e-5,-3.824,0.016,80.193,89.976
6.894,1212.271,252.73,255.271,-20.868,20.868,142.392,0.033,142.392,89.987,35.93,0.095,28.61,-80.599,0.353,-1.988e-5,0.788,0.017,80.135,89.972
6.925,1219.972,252.089,254.636,-21.149,21.155,143.488,0.034,143.488,89.987,35.925,0.527,28.61,-80.599,0.254,-1.722e-5,4.335,0.016,80.216,89.972
6.968,1230.75,251.177,253.725,-21.412,21.526,145.026,0.034,145.026,89.986,35.87,2.208,28.61,-80.599,0.039,-1.798e-5,-6.235,0.124,80.458,89.976
7.018,1243.282,250.098,252.634,-21.804,22.13,146.815,0.035,146.815,89.986,35.711,3.786,28.61,-80.598,0.316,-1.809e-5,-2.4,0.012,80.692,89.98
7.053,1251.994,249.33,251.855,-22.252,22.565,148.059,0.036,148.059,89.986,35.577,3.75,28.61,-80.598,0.299,-2.061e-5,1.593,0.006,80.705,89.982
7.071,1256.569,248.918,251.439,-22.52,22.794,148.712,0.036,148.712,89.986,35.51,3.524,28.61,-80.598,0.251,-2.115e-5,3.415,0.007,80.659,89.982
7.099,1263.418,248.297,250.81,-22.636,22.818,149.689,0.036,149.689,89.986,35.422,2.877,28.61,-80.598,0.127,-2.012e-5,5.301,0.017,80.536,89.982
7.14,1273.658,247.357,249.867,-22.851,22.917,151.15,0.037,151.15,89.986,35.327,1.732,28.61,-80.598,0.097,-2.071e-5,-5.499,0.023,80.302,89.98
7.19,1285.997,246.209,248.722,-23.052,23.065,152.915,0.038,152.915,89.986,35.268,0.769,28.61,-80.598,0.289,-3.157e-5,-1.898,0.012,80.105,89.977
7.23,1295.815,245.287,247.805,-23.045,23.064,154.323,0.038,154.323,89.986,35.236,0.954,28.61,-80.598,0.257,-2.556e-5,2.068,0.01,80.111,89.974
7.275,1306.862,244.25,246.77,-22.887,22.976,155.912,0.039,155.912,89.986,35.172,2.025,28.61,-80.598,0.047,-2.967e-5,4.598,0.079,80.273,89.974
7.325,1319.046,243.111,245.623,-22.751,22.953,157.668,0.04,157.668,89.986,35.038,3.036,28.61,-80.598,0.158,-2.886e-5,-3.201,0.024,80.481,89.978
7.375,1331.185,241.972,244.473,-22.734,22.98,159.417,0.041,159.417,89.985,34.879,3.357,28.61,-80.598,0.226,-2.97e-5,-0.041,0.026,80.566,89.985
7.425,1343.255,240.839,243.327,-22.608,22.849,161.157,0.041,161.157,89.985,34.714,3.308,28.61,-80.598,0.219,-3.019e-5,3.549,0.036,80.477,89.99
7.475,1355.269,239.709,242.188,-22.631,22.755,162.889,0.042,162.889,89.985,34.563,2.365,28.61,-80.598,0.024,-2.522e-5,6.106,0.286,80.222,89.986
7.525,1367.226,238.575,241.053,-22.705,22.737,164.615,0.043,164.615,89.985,34.479,1.198,28.61,-80.598,0.222,-2.597e-5,-4.188,0.026,79.949,89.977
7.575,1379.126,237.441,239.924,-22.656,22.668,166.337,0.044,166.337,89.985,34.43,0.748,28.61,-80.598,0.317,-2.561e-5,0.075,0.031,79.842,89.968
7.615,1388.549,236.543,239.031,-22.492,22.516,167.706,0.044,167.706,89.985,34.398,1.042,28.61,-80.598,0.252,-2.489e-5,3.84,0.049,79.922,89.963
7.665,1400.348,235.426,237.914,-22.158,22.264,169.424,0.045,169.424,89.985,34.318,2.169,28.61,-80.598,0.002,-2.675e-5,1.041,5.749,80.18,89.964
7.679,1403.698,235.112,237.598,-22.068,22.207,169.912,0.045,169.912,89.985,34.285,2.48,28.61,-80.598,0.071,-2.678e-5,-5.68,0.173,80.263,89.965
7.7,1408.715,234.642,237.125,-21.93,22.12,170.644,0.046,170.644,89.985,34.227,2.894,28.61,-80.598,0.167,-2.69e-5,-4.888,0.07,80.377,89.969
7.732,1416.222,233.943,236.418,-21.72,22.016,171.739,0.046,171.739,89.985,34.122,3.594,28.61,-80.598,0.325,-2.821e-5,-2.413,0.045,80.498,89.977
7.773,1425.654,233.068,235.531,-21.602,21.892,173.114,0.047,173.114,89.985,33.973,3.553,28.61,-80.598,0.324,-2.104e-5,1.898,0.047,80.507,89.988
7.814,1435.226,232.18,234.633,-21.579,21.774,174.51,0.048,174.51,89.984,33.842,2.911,28.61,-80.598,0.186,-2.338e-5,4.913,0.086,80.362,89.994
7.864,1446.808,231.102,233.548,-21.567,21.673,176.198,0.048,176.198,89.984,33.712,2.147,28.61,-80.598,0.012,-2.149e-5,6.52,0.961,80.063,89.988
7.914,1458.336,230.022,232.468,-21.615,21.642,177.882,0.049,177.882,89.984,33.633,1.091,28.61,-80.598,0.232,-2.067e-5,-4.864,0.031,79.763,89.975
7.964,1469.81,228.942,231.393,-21.548,21.56,179.562,0.05,179.562,89.984,33.592,0.691,28.61,-80.598,0.324,-2.388e-5,-0.6,0.016,79.622,89.967
8.007,1479.585,228.024,230.48,-21.364,21.388,180.999,0.051,180.999,89.984,33.557,1.013,28.61,-80.598,0.247,-2.809e-5,3.014,0.012,79.678,89.966
8.057,1490.96,226.963,229.42,-21.082,21.153,182.675,0.051,182.675,89.984,33.489,1.738,28.61,-80.598,0.068,-3.083e-5,5.302,0.018,79.896,89.972
8.107,1502.282,225.915,228.369,-20.81,20.954,184.347,0.052,184.347,89.984,33.385,2.456,28.61,-80.598,0.117,-3.183e-5,-4.986,-0.008,80.163,89.979
8.157,1513.552,224.882,227.325,-20.555,20.8,186.013,0.053,186.013,89.984,33.241,3.18,28.61,-80.598,0.301,-2.673e-5,-1.892,9.937e-5,80.344,89.984
8.205,1524.404,223.891,226.322,-20.442,20.672,187.617,0.054,187.617,89.984,33.087,3.081,28.61,-80.598,0.285,-2.156e-5,2.15,0.005,80.337,89.985
8.255,1535.573,222.87,225.292,-20.41,20.562,189.267,0.055,189.267,89.983,32.945,2.489,28.61,-80.598,0.144,-2.502e-5,5.242,0.001,80.144,89.98
8.305,1546.691,221.848,224.267,-20.481,20.525,190.912,0.056,190.912,89.983,32.85,1.337,28.61,-80.598,0.142,-2.379e-5,-5.198,0.004,79.868,89.97
8.355,1557.758,220.824,223.246,-20.459,20.474,192.553,0.056,192.553,89.983,32.799,0.791,28.61,-80.598,0.28,-1.922e-5,-2.231,-0.005,79.675,89.963
8.405,1568.773,219.804,222.232,-20.299,20.323,194.192,0.057,194.192,89.983,32.757,0.989,28.61,-80.598,0.23,-2.698e-5,1.272,-0.008,79.655,89.964
8.455,1579.738,218.795,221.224,-20.063,20.127,195.828,0.058,195.828,89.983,32.694,1.595,28.61,-80.598,0.069,-3.181e-5,3.273,-0.011,79.777,89.972
8.505,1590.653,217.798,220.224,-19.823,19.951,197.461,0.059,197.461,89.983,32.597,2.256,28.61,-80.598,0.111,-3.167e-5,-3,-0.005,79.943,89.981
8.555,1601.518,216.812,219.23,-19.626,19.813,199.088,0.06,199.088,89.983,32.471,2.714,28.61,-80.598,0.238,-3.544e-5,-0.646,-0.002,80.04,89.985
8.605,1612.334,215.833,218.242,-19.542,19.701,200.708,0.061,200.708,89.983,32.339,2.503,28.61,-80.598,0.19,-3.734e-5,2.123,-0.002,80,89.982
8.655,1623.102,214.857,217.26,-19.5,19.61,202.322,0.062,202.322,89.983,32.222,2.08,28.61,-80.598,0.08,-3.341e-5,3.912,-0.005,79.844,89.977
8.705,1633.82,213.881,216.283,-19.55,19.583,203.931,0.063,203.931,89.982,32.143,1.139,28.61,-80.598,0.172,-3.364e-5,-3.261,0.002,79.652,89.972
8.755,1644.49,212.905,215.31,-19.474,19.497,205.537,0.063,205.537,89.982,32.094,0.951,28.61,-80.598,0.223,-3.423e-5,-0.682,0.005,79.552,89.97
8.805,1655.111,211.937,214.343,-19.254,19.319,207.14,0.064,207.14,89.982,32.031,1.58,28.61,-80.598,0.05,-3.211e-5,0.981,0.019,79.568,89.969
8.855,1665.684,210.979,213.383,-19.072,19.175,208.739,0.065,208.739,89.982,31.941,1.985,28.61,-80.598,0.068,-3.226e-5,-0.836,0.019,79.619,89.97
8.905,1676.209,210.029,212.428,-18.93,19.055,210.334,0.066,210.334,89.982,31.837,2.181,28.61,-80.598,0.129,-3.252e-5,0.355,0.015,79.633,89.973
8.955,1686.686,209.085,211.478,-18.815,18.948,211.923,0.067,211.923,89.982,31.724,2.249,28.61,-80.598,0.151,-3.181e-5,2.11,0.018,79.572,89.976
9.005,1697.117,208.145,210.534,-18.811,18.885,213.506,0.068,213.506,89.982,31.626,1.668,28.61,-80.598,0.011,-3.17e-5,-2.905,0.304,79.439,89.98
9.055,1707.501,207.205,209.593,-18.785,18.826,215.086,0.069,215.086,89.982,31.554,1.253,28.61,-80.598,0.13,-3.148e-5,-2.06,0.029,79.309,89.979
9.105,1717.838,206.268,208.658,-18.689,18.729,216.662,0.07,216.662,89.982,31.493,1.225,28.61,-80.598,0.137,-3.382e-5,-0.501,0.02,79.245,89.975
9.155,1728.128,205.336,207.728,-18.562,18.611,218.235,0.071,218.235,89.981,31.429,1.36,28.61,-80.598,0.093,-3.275e-5,0.813,0.022,79.255,89.97
9.205,1738.371,204.412,206.803,-18.426,18.49,219.805,0.071,219.805,89.981,31.356,1.531,28.61,-80.598,0.036,-3.283e-5,1.487,0.077,79.315,89.965
9.255,1748.569,203.492,205.883,-18.335,18.392,221.371,0.072,221.371,89.981,31.283,1.442,28.61,-80.598,0.053,-3.257e-5,2.045,0.06,79.403,89.963
9.305,1758.721,202.58,204.969,-18.169,18.259,222.933,0.073,222.933,89.981,31.202,1.806,28.61,-80.598,0.066,-3.197e-5,-1.957,0.045,79.508,89.966
9.355,1768.827,201.675,204.06,-18.031,18.145,224.49,0.074,224.49,89.981,31.105,2.03,28.61,-80.598,0.144,-3.339e-5,-0.81,0.023,79.58,89.973
9.405,1778.888,200.777,203.156,-17.916,18.045,226.043,0.075,226.043,89.981,30.999,2.15,28.61,-80.598,0.186,-3.352e-5,1.046,0.028,79.576,89.979
9.455,1788.905,199.881,202.256,-17.905,17.982,227.591,0.076,227.591,89.981,30.904,1.671,28.61,-80.598,0.042,-3.437e-5,2.177,0.112,79.489,89.983
9.505,1798.877,198.989,201.361,-17.795,17.887,229.134,0.077,229.134,89.981,30.816,1.812,28.61,-80.598,0.086,-3.404e-5,2.916,0.036,79.363,89.981
9.555,1808.804,198.1,200.469,-17.774,17.832,230.672,0.078,230.672,89.981,30.734,1.438,28.61,-80.598,0.034,-3.355e-5,-3.193,0.053,79.206,89.973
9.605,1818.687,197.211,199.582,-17.756,17.788,232.207,0.079,232.207,89.981,30.672,1.068,28.61,-80.598,0.153,-3.45e-5,-2.218,0.011,79.066,89.965
9.655,1828.525,196.324,198.699,-17.701,17.723,233.74,0.08,233.74,89.98,30.625,0.887,28.61,-80.598,0.21,-3.354e-5,-0.319,0.009,79,89.96
9.705,1838.319,195.443,197.82,-17.564,17.601,235.27,0.081,235.27,89.98,30.575,1.14,28.61,-80.598,0.123,-3.231e-5,1.363,0.019,79.03,89.959
9.755,1848.069,194.568,196.946,-17.409,17.473,236.797,0.082,236.797,89.98,30.51,1.492,28.61,-80.598,0.002,-3.243e-5,-1.054,1.728,79.12,89.963
9.805,1857.776,193.703,196.077,-17.201,17.339,238.32,0.083,238.32,89.98,30.417,2.18,28.61,-80.598,0.237,-3.062e-5,-0.827,0.034,79.2,89.972
9.855,1867.44,192.847,195.212,-17.068,17.246,239.838,0.084,239.838,89.98,30.298,2.478,28.61,-80.598,0.341,-3.562e-5,2.099,0.04,79.172,89.981
9.905,1877.061,191.993,194.352,-17.086,17.193,241.35,0.085,241.35,89.98,30.187,1.913,28.61,-80.598,0.153,-3.707e-5,4.542,0.083,78.998,89.985
9.955,1886.639,191.137,193.495,-17.163,17.197,242.858,0.086,242.858,89.98,30.114,1.073,28.61,-80.598,0.138,-3.71e-5,-4.511,0.094,78.761,89.981
10.005,1896.175,190.28,192.64,-17.097,17.129,244.362,0.087,244.362,89.98,30.061,1.045,28.61,-80.597,0.152,-3.851e-5,-3.157,0.039,78.569,89.972
10.055,1905.667,189.427,191.79,-17.042,17.068,245.864,0.088,245.864,89.98,30.012,0.935,28.61,-80.597,0.192,-4.011e-5,-1.537,0.016,78.45,89.964
10.105,1915.117,188.576,190.943,-16.974,16.996,247.363,0.089,247.363,89.979,29.968,0.872,28.61,-80.597,0.211,-4.204e-5,0.309,0.012,78.419,89.959
10.155,1924.525,187.729,190.099,-16.903,16.921,248.861,0.089,248.861,89.979,29.928,0.796,28.61,-80.597,0.232,-4.294e-5,2.439,0.017,78.487,89.959
10.205,1933.89,186.889,189.261,-16.69,16.755,250.356,0.09,250.356,89.979,29.871,1.469,28.61,-80.597,0.021,-4.233e-5,-3.332,0.229,78.641,89.963
10.255,1943.214,186.058,188.428,-16.569,16.653,251.847,0.092,251.847,89.979,29.793,1.665,28.61,-80.597,0.105,-4.288e-5,-2.791,0.022,78.797,89.971
10.305,1952.496,185.232,187.599,-16.45,16.557,253.335,0.093,253.335,89.979,29.703,1.88,28.61,-80.597,0.195,-4.261e-5,-1.405,0.007,78.905,89.978
10.355,1961.737,184.411,186.774,-16.41,16.494,254.818,0.094,254.818,89.979,29.614,1.667,28.61,-80.597,0.125,-4.098e-5,-0.058,2.836e-4,78.939,89.982
10.405,1970.937,183.593,185.952,-16.307,16.41,256.296,0.095,256.296,89.979,29.526,1.832,28.61,-80.597,0.192,-4.232e-5,1.357,-0.005,78.909,89.979
10.455,1980.097,182.779,185.134,-16.278,16.357,257.77,0.095,257.77,89.979,29.439,1.6,28.61,-80.597,0.107,-4.162e-5,2.645,-0.024,78.806,89.971
10.505,1989.215,181.965,184.32,-16.263,16.316,259.24,0.096,259.24,89.979,29.367,1.31,28.61,-80.597,0.005,-4.128e-5,-2.942,-0.855,78.659,89.962
10.555,1998.293,181.153,183.508,-16.232,16.271,260.707,0.097,260.707,89.979,29.306,1.123,28.61,-80.597,0.078,-4.121e-5,-2.71,-0.07,78.513,89.956
10.605,2007.33,180.342,182.699,-16.194,16.223,262.171,0.098,262.171,89.978,29.253,0.974,28.61,-80.597,0.137,-4.181e-5,-1.854,-0.04,78.397,89.955
10.655,2016.327,179.532,181.894,-16.193,16.204,263.633,0.1,263.633,89.978,29.215,0.618,28.61,-80.597,0.275,-4.072e-5,-0.114,-0.023,78.343,89.959
10.705,2025.284,178.725,181.092,-16.089,16.108,265.093,0.101,265.093,89.978,29.182,0.775,28.61,-80.597,0.208,-4.186e-5,1.914,-0.036,78.39,89.967
10.755,2034.2,177.926,180.294,-15.885,15.953,266.551,0.102,266.551,89.978,29.125,1.47,28.61,-80.597,0.081,-4.128e-5,-2.342,-0.017,78.506,89.975
10.805,2043.076,177.134,179.5,-15.792,15.871,268.005,0.103,268.005,89.978,29.049,1.581,28.61,-80.597,0.137,-4.074e-5,-1.548,-0.017,78.605,89.982
10.855,2051.913,176.349,178.71,-15.623,15.771,269.455,0.104,269.455,89.978,28.954,2.152,28.61,-80.597,0.375,-3.986e-5,0.553,-0.003,78.637,89.983
10.905,2060.711,175.568,177.923,-15.597,15.718,270.9,0.105,270.9,89.978,28.85,1.943,28.61,-80.597,0.295,-3.584e-5,3.219,-0.009,78.54,89.978
10.955,2069.47,174.787,177.139,-15.648,15.706,272.34,0.106,272.34,89.978,28.768,1.341,28.61,-80.597,0.044,-3.625e-5,4.522,-0.044,78.339,89.968
11.005,2078.19,174.004,176.357,-15.686,15.709,273.777,0.107,273.777,89.978,28.714,0.851,28.61,-80.597,0.167,-3.694e-5,-4.021,-0.011,78.119,89.959
11.055,2086.871,173.22,175.578,-15.673,15.686,275.212,0.108,275.212,89.978,28.676,0.626,28.61,-80.597,0.267,-3.663e-5,-2.416,-0.012,77.955,89.953
11.105,2095.512,172.435,174.8,-15.701,15.702,276.645,0.109,276.645,89.977,28.658,0.177,28.61,-80.597,0.457,-3.8e-5,0.328,-5.928e-4,77.898,89.952
11.155,2104.114,171.652,174.026,-15.627,15.629,278.078,0.11,278.078,89.977,28.651,0.189,28.61,-80.597,0.446,-3.709e-5,3.725,-0.001,77.999,89.954
11.205,2112.677,170.875,173.256,-15.44,15.459,279.51,0.111,279.51,89.977,28.628,0.747,28.61,-80.597,0.19,-3.537e-5,6.051,-0.011,78.252,89.961
11.255,2121.202,170.107,172.491,-15.252,15.312,280.94,0.112,280.94,89.977,28.576,1.35,28.61,-80.597,0.096,-3.554e-5,-6.386,-0.032,78.571,89.968
11.305,2129.688,169.35,171.73,-15.073,15.201,282.367,0.113,282.367,89.977,28.492,1.972,28.61,-80.597,0.392,-3.636e-5,-4.632,-0.01,78.854,89.974
11.355,2138.137,168.6,170.972,-14.923,15.129,283.789,0.114,283.789,89.977,28.379,2.492,28.61,-80.597,0.636,-3.475e-5,-0.943,-0.004,79,89.975
11.401,2145.785,167.923,170.285,-14.865,15.078,285.076,0.115,285.076,89.977,28.263,2.526,28.61,-80.597,0.658,-3.371e-5,3.206,-2.555e-4,78.949,89.974
11.445,2153.236,167.263,169.616,-14.868,15.034,286.33,0.116,286.33,89.977,28.156,2.225,28.61,-80.597,0.524,-3.446e-5,6.858,-0.006,78.722,89.97
11.495,2161.58,166.517,168.865,-14.943,15.022,287.736,0.117,287.736,89.977,28.061,1.541,28.61,-80.597,0.203,-3.556e-5,9.363,-0.033,78.308,89.964
11.545,2169.888,165.767,168.116,-15.074,15.088,289.137,0.118,289.137,89.977,28.006,0.656,28.61,-80.597,0.228,-3.604e-5,-9.254,-0.033,77.831,89.959
11.595,2178.157,165.011,167.368,-15.162,15.162,290.537,0.119,290.537,89.976,27.99,0.049,28.61,-80.597,0.528,-3.423e-5,-6.64,-0.013,77.425,89.956
11.645,2186.389,164.251,166.621,-15.22,15.226,291.937,0.12,291.937,89.976,28.001,0.422,28.61,-80.597,0.758,-3.077e-5,-2.32,-0.006,77.196,89.955
11.685,2193.016,163.637,166.018,-15.154,15.158,293.069,0.121,293.069,89.976,28.018,0.332,28.61,-80.597,0.718,-3.088e-5,1.645,-0.011,77.183,89.956
11.728,2200.036,162.988,165.38,-15.018,15.018,294.274,0.122,294.274,89.976,28.025,0.026,28.61,-80.597,0.542,-2.901e-5,5.16,-0.012,77.333,89.959
11.778,2208.166,162.243,164.642,-14.795,14.814,295.674,0.123,295.674,89.976,28.007,0.745,28.61,-80.597,0.175,-2.68e-5,7.557,-0.037,77.66,89.964
11.828,2216.26,161.508,163.909,-14.597,14.664,297.074,0.124,297.074,89.976,27.951,1.401,28.61,-80.597,0.173,-2.664e-5,-7.39,-0.044,78.043,89.97
11.878,2224.317,160.783,163.18,-14.424,14.562,298.469,0.126,298.469,89.976,27.868,2.005,28.61,-80.597,0.494,-2.853e-5,-5.399,-0.017,78.371,89.973
11.928,2232.339,160.065,162.453,-14.327,14.501,299.86,0.127,299.86,89.976,27.757,2.239,28.61,-80.597,0.628,-2.562e-5,-1.656,-0.01,78.55,89.974
11.978,2240.324,159.349,161.73,-14.29,14.451,301.245,0.128,301.245,89.976,27.649,2.156,28.61,-80.597,0.597,-2.425e-5,2.007,-0.013,78.54,89.971
12.028,2248.274,158.635,161.009,-14.308,14.418,302.625,0.129,302.625,89.976,27.547,1.78,28.61,-80.597,0.41,-2.41e-5,5.238,-0.016,78.354,89.965
12.078,2256.187,157.918,160.289,-14.359,14.415,304,0.13,304,89.975,27.473,1.268,28.61,-80.597,0.141,-2.338e-5,6.791,-0.065,78.047,89.959
12.128,2264.065,157.199,159.572,-14.394,14.421,305.372,0.131,305.372,89.975,27.42,0.89,28.61,-80.597,0.069,-2.369e-5,-6.941,-0.178,77.698,89.954
12.178,2271.907,156.477,158.856,-14.503,14.504,306.742,0.132,306.742,89.975,27.388,0.179,28.61,-80.597,0.456,-2.318e-5,-5.701,-0.023,77.373,89.951
12.228,2279.713,155.749,158.141,-14.563,14.566,308.112,0.133,308.112,89.975,27.396,0.292,28.61,-80.597,0.713,-2.644e-5,-1.958,-0.012,77.176,89.951
