time,acceleration,time,lat. X accel.,lat. Y accel.,time,Gyro X,Gyro Y,Gyro Z,time,pressure,Pressure MSL,Pressure AGL,time,A Voltage,time,B Voltage,time,C Voltage,time,D Voltage,time,Mag X,Mag Y,Mag Z,time,eject. bat. voltage,time,comp. bat. voltage,time,state,A cont.,B cont.,C cont.,D cont.,A on., B on,C on,D on,time, QX, QY, QZ, QW, Angle,time,temperature,time,GPS Time of Week, valid leap seconds, leap seconds,time,lat,long,GPS MSL,SVs
5.491,1.03906,5.493,-0.015625,-0.0117188,5.494,0.14,-0.14,0,10.985,95060,535.07,-1.12793,27.462,3.3,27.462,3.3,27.463,3.3,27.465,3.3,54.9047,-0.000168,-0.000144,-0.000307,54.9067,8.33848,54.9107,8.32873,54.9107,Pad,1,1,1,1,0,0,0,0,54.9147,-0.707,-0.708,0.0109,0,179,274.522,29.28,274.523,74670000,1,18,135.124,35.346915,-117.80914,638.04803,26
5.592,1.03906,5.592,-0.015625,-0.015625,5.593,0,-0.07,-0.07,11.185,95058,535.247,-0.950928,27.961,3.3,27.965,3.3,27.965,3.3,27.965,3.3,55.9037,-0.000171,-0.000142,-0.000304,55.9067,8.35146,55.9077,8.34172,55.9097,Pad,1,1,1,1,0,0,0,0,55.9167,-0.707,-0.708,0.0117,0.000305,179,279.521,29.32,279.527,74675200,1,18,137.104,35.346915,-117.80914,638.14301,26
5.691,1.03906,5.693,-0.015625,-0.015625,5.694,0.14,-0.14,0,11.385,95057,535.334,-0.863708,28.469,3.3,28.469,3.3,28.47,3.3,28.47,3.3,56.9056,-0.000168,-0.000143,-0.00031,56.9076,8.33848,56.9076,8.32873,56.9106,Pad,1,1,1,1,0,0,0,0,56.9146,-0.707,-0.708,0.0128,0.000854,178,284.527,29.36,284.529,74680200,1,18,139.074,35.346915,-117.80914,638.27106,26
5.792,1.03125,5.793,-0.015625,-0.015625,5.793,0,-0.14,-0.14,11.585,95058,535.247,-0.950928,28.962,3.3,28.962,3.3,28.964,3.3,28.964,3.3,57.9036,-0.000174,-0.000143,-0.00031,57.9076,8.34822,57.9086,8.33848,57.9106,Pad,1,1,1,1,0,0,0,0,57.9146,-0.706,-0.708,0.0115,0.000488,178,289.522,29.39,289.525,74685400,1,18,141.038,35.346915,-117.80914,638.37903,26
5.891,1.03906,5.893,-0.015625,-0.015625,5.894,0.07,-0.21,-0.07,11.786,95054,535.595,-0.602112,29.463,3.3,29.464,3.3,29.464,3.3,29.464,3.3,58.9046,-0.000168,-0.000143,-0.000307,58.9066,8.33848,58.9076,8.32873,58.9096,Pad,1,1,1,1,0,0,0,0,58.9146,-0.706,-0.708,0.013,0.000153,178,294.524,29.44,294.526,74690600,1,18,142.996,35.346915,-117.80914,638.47205,26
5.991,1.03516,5.994,-0.015625,-0.0117188,5.994,0.14,-0.14,0,11.985,95057,535.334,-0.863708,29.961,3.3,29.964,3.3,29.964,3.3,29.965,3.3,59.9036,-0.000171,-0.000144,-0.000304,59.9076,8.35146,59.9076,8.33848,59.9096,Pad,1,1,1,1,0,0,0,0,59.9146,-0.706,-0.708,0.0104,-0.00192,179,299.523,29.46,299.526,74695600,1,18,144.962,35.346914,-117.80914,638.53003,26
6.091,1.03906,6.093,-0.015625,-0.015625,6.094,0.14,-0.14,0,12.185,95057,535.334,-0.863708,30.461,3.3,30.462,3.3,30.466,3.3,30.467,3.3,60.9046,-0.000171,-0.000142,-0.000307,60.9076,8.33848,60.9076,8.32549,60.9096,Pad,1,1,1,1,0,0,0,0,60.9146,-0.706,-0.708,0.0109,0,179,304.524,29.51,304.533,74700800,1,18,146.918,35.346914,-117.80914,638.57703,25
6.191,1.03906,6.193,-0.015625,-0.015625,6.194,0.28,-0.14,0,12.385,95056,535.421,-0.77655,30.961,3.3,30.964,3.3,30.964,3.3,30.964,3.3,61.9046,-0.000166,-0.000142,-0.000312,61.9066,8.35146,61.9096,8.34172,61.9106,Pad,1,1,1,1,0,0,0,0,61.9146,-0.706,-0.708,0.00894,0.00204,179,309.525,29.55,309.53,74705800,1,18,148.872,35.346913,-117.80914,638.67102,26
6.292,1.03125,6.293,-0.015625,-0.015625,6.294,0.14,-0.07,0.07,12.586,95059,535.157,-1.04077,31.461,3.3,31.463,3.3,31.463,3.3,31.464,3.3,62.9036,-0.000171,-0.000142,-0.000304,62.9076,8.33848,62.9076,8.32873,62.9096,Pad,1,1,1,1,0,0,0,0,62.9146,-0.706,-0.708,0.00943,-0.00165,179,314.525,29.59,314.528,74711000,1,18,150.835,35.346913,-117.80914,638.71002,26
6.391,1.04297,6.393,-0.015625,-0.015625,6.394,0.14,-0.07,0,12.786,95057,535.334,-0.863708,31.961,3.3,31.962,3.3,31.963,3.3,31.967,3.3,63.9045,-0.000171,-0.000143,-0.000307,63.9075,8.35146,63.9075,8.33848,63.9165,Pad,1,1,1,1,0,0,0,0,63.9195,-0.706,-0.708,0.0109,0,179,319.527,29.62,319.53,74716200,1,18,152.795,35.346913,-117.80914,638.72302,26
6.491,1.03906,6.493,-0.015625,-0.0195312,6.494,0.14,-0.14,0,12.986,95054,535.595,-0.602112,32.464,3.3,32.465,3.3,32.465,3.3,32.465,3.3,64.9035,-0.000174,-0.000143,-0.000307,64.9075,8.33848,64.9075,8.32549,64.9105,Pad,1,1,1,1,0,0,0,0,64.9155,-0.706,-0.708,0.0098,-0.00211,179,324.527,29.64,324.53,74721200,1,18,154.751,35.346912,-117.80914,638.76605,26
6.591,1.03906,6.594,-0.015625,-0.0195312,6.594,0.07,-0.14,-0.07,13.185,95057,535.334,-0.863708,32.961,3.3,32.964,3.3,32.965,3.3,32.965,3.3,65.9035,-0.000168,-0.000143,-0.000304,65.9065,8.35146,65.9085,8.33848,65.9105,Pad,1,1,1,1,0,0,0,0,65.9155,-0.706,-0.708,0.00882,-0.00201,179,329.527,29.68,329.53,74726400,1,18,156.73,35.346912,-117.80915,638.82501,26
6.692,1.03125,6.693,-0.0117188,-0.0117188,6.694,0.14,-0.07,0,13.385,95057,535.334,-0.863708,33.461,3.3,33.464,3.3,33.465,3.3,33.465,3.3,66.9045,-0.000168,-0.000143,-0.00031,66.9075,8.34172,66.9075,8.32873,66.9105,Pad,1,1,1,1,0,0,0,0,66.9165,-0.706,-0.708,0.0106,-0.00159,179,334.529,29.72,334.533,74731400,1,18,158.697,35.346911,-117.80915,638.84503,26
6.792,1.03516,6.793,-0.015625,-0.015625,6.793,0.07,-0.14,0,13.586,95057,535.334,-0.863708,33.961,3.3,33.964,3.3,33.964,3.3,33.964,3.3,67.9035,-0.000168,-0.000143,-0.000307,67.9095,8.34822,67.9095,8.33848,67.9105,Pad,1,1,1,1,0,0,0,0,67.9145,-0.706,-0.708,0.0109,0,179,339.529,29.75,339.531,74736600,1,18,160.652,35.346911,-117.80915,638.82703,26
6.893,1.04297,6.893,-0.015625,-0.015625,6.894,0,-0.14,-0.07,13.789,95057,535.334,-0.863708,34.462,3.3,34.462,3.3,34.463,3.3,34.464,3.3,68.9035,-0.000171,-0.000142,-0.000307,68.9085,8.34172,68.9095,8.32549,68.9105,Pad,1,1,1,1,0,0,0,0,68.9145,-0.706,-0.708,0.0102,-0.000336,179,344.53,29.79,344.533,74741600,1,18,162.616,35.346911,-117.80915,638.83105,26
6.991,1.03906,6.994,-0.015625,-0.0195312,6.994,0.07,-0.14,0,13.985,95059,535.157,-1.04077,34.962,3.3,34.962,3.3,34.963,3.3,34.966,3.3,69.9055,-0.000168,-0.000144,-0.000307,69.9065,8.34822,69.9125,8.33848,69.9135,Pad,1,1,1,1,0,0,0,0,69.9145,-0.706,-0.708,0.0125,0.00153,178,349.531,29.82,349.535,74746800,1,18,164.576,35.34691,-117.80915,638.802,26
7.092,1.04297,7.093,-0.015625,-0.015625,7.094,0.07,-0.14,0,14.185,95059,535.157,-1.04077,35.462,3.3,35.463,3.3,35.463,3.3,35.464,3.3,70.9035,-0.000168,-0.000142,-0.000304,70.9105,8.33848,70.9105,8.32873,70.9115,Pad,1,1,1,1,0,0,0,0,70.9185,-0.706,-0.708,0.0107,-0.000488,179,354.531,29.86,354.534,74751800,1,18,166.544,35.346909,-117.80915,638.78802,26
7.193,1.03906,7.19399,-0.015625,-0.015625,7.19399,0.14,-0.21,0,14.385,95063,534.808,-1.38953,35.962,3.3,35.962,3.3,35.964,3.3,35.964,3.3,71.9035,-0.000171,-0.000142,-0.000304,71.9135,8.34822,71.9135,8.33523,71.9135,Pad,1,1,1,1,0,0,0,0,71.9184,-0.706,-0.708,0.00916,0.000671,179,359.531,29.89,359.534,74757000,1,18,168.517,35.346909,-117.80915,638.80103,26
7.292,1.02344,7.29299,-0.015625,-0.0195312,7.29399,0.14,-0.14,0,14.585,95055,535.508,-0.689331,36.463,3.3,36.464,3.3,36.464,3.3,36.464,3.3,72.9034,-0.000171,-0.000143,-0.000304,72.9104,8.34172,72.9104,8.32873,72.9114,Pad,1,1,1,1,0,0,0,0,72.9234,-0.706,-0.708,0.0114,6.1e-05,179,364.533,29.91,364.535,74762000,1,18,170.481,35.346908,-117.80915,638.80804,26
7.391,1.03906,7.39199,-0.015625,-0.015625,7.39399,0.14,-0.14,-0.07,14.785,95058,535.247,-0.950928,36.9619,3.3,36.9629,3.3,36.9629,3.3,36.9639,3.3,73.9044,-0.000171,-0.000142,-0.000307,73.9134,8.33848,73.9134,8.32549,73.9134,Pad,1,1,1,1,0,0,0,0,73.9154,-0.706,-0.708,0.0112,-0.000122,179,369.532,29.95,369.535,74767200,1,18,172.451,35.346908,-117.80915,638.75403,26
7.49099,1.04297,7.49199,-0.015625,-0.015625,7.49399,0.21,-0.14,0,14.985,95058,535.247,-0.950928,37.4629,3.3,37.4639,3.3,37.4639,3.3,37.4639,3.3,74.9034,-0.000168,-0.000142,-0.000307,74.9124,8.34822,74.9134,8.33848,74.9134,Pad,1,1,1,1,0,0,0,0,74.9154,-0.706,-0.708,0.011,0.0011,179,374.533,29.99,374.536,74772400,1,18,174.382,35.346908,-117.80915,638.742,26
7.59099,1.03516,7.59299,-0.015625,-0.0117188,7.59299,0.14,-0.14,0,15.185,95056,535.421,-0.77655,37.9609,3.3,37.9619,3.3,37.9639,3.3,37.9649,3.3,75.9034,-0.000168,-0.000142,-0.000307,75.9064,8.33848,75.9074,8.32549,75.9104,Pad,1,1,1,1,0,0,0,0,75.9184,-0.706,-0.708,0.0121,-0.00308,179,379.534,30.02,379.537,74777400,1,18,176.323,35.346907,-117.80915,638.75201,26
7.69099,1.04297,7.69199,-0.015625,-0.015625,7.69299,0.14,-0.14,-0.07,15.385,95057,535.334,-0.863708,38.4659,3.3,38.4659,3.3,38.4669,3.3,38.4669,3.3,76.9034,-0.000171,-0.000144,-0.000304,76.9074,8.35146,76.9074,8.33848,76.9094,Pad,1,1,1,1,0,0,0,0,76.9144,-0.706,-0.708,0.0123,-0.00128,178,384.534,30.05,384.538,74782600,1,18,178.287,35.346907,-117.80915,638.74402,26
7.79199,1.03516,7.79299,-0.0195312,-0.015625,7.79299,0.07,-0.14,0,15.585,95060,535.07,-1.12793,38.9639,3.3,38.9639,3.3,38.9639,3.3,38.9639,3.3,77.9034,-0.000168,-0.000142,-0.000302,77.9074,8.33848,77.9074,8.32873,77.9094,Pad,1,1,1,1,0,0,0,0,77.9144,-0.706,-0.708,0.00955,-0.0011,179,389.535,30.08,389.539,74787600,1,18,180.263,35.346907,-117.80915,638.70203,25
7.89199,1.04688,7.89199,-0.015625,-0.0117188,7.89299,0.07,-0.14,0.07,15.786,95059,535.157,-1.04077,39.4609,3.3,39.4639,3.3,39.4639,3.3,39.4649,3.3,78.9044,-0.000171,-0.000143,-0.000307,78.9074,8.34822,78.9074,8.33523,78.9104,Pad,1,1,1,1,0,0,0,0,78.9154,-0.706,-0.708,0.0107,-0.00116,179,394.536,30.1,394.539,74792800,1,18,182.221,35.346907,-117.80915,638.789,25
7.99099,1.04688,7.99199,-0.0117188,-0.015625,7.99399,0.21,-0.14,0,15.985,95055,535.508,-0.689331,39.9609,3.3,39.9649,3.3,39.9659,3.3,39.9659,3.3,79.9034,-0.000168,-0.000143,-0.000307,79.9074,8.33848,79.9074,8.32549,79.9104,Pad,1,1,1,1,0,0,0,0,79.9144,-0.706,-0.708,0.0107,-0.000214,179,399.537,30.13,399.54,74797800,1,18,184.185,35.346907,-117.80915,638.82306,25
8.09199,1.03906,8.09199,-0.015625,-0.0195312,8.09299,0.14,-0.14,0,16.186,95057,535.334,-0.863708,40.4609,3.3,40.4639,3.3,40.4649,3.3,40.4649,3.3,80.9033,-0.000168,-0.000142,-0.000307,80.9063,8.35146,80.9083,8.33848,80.9093,Pad,1,1,1,1,0,0,0,0,80.9153,-0.706,-0.708,0.0108,-9.16e-05,179,404.55,30.15,404.551,74803000,1,18,186.139,35.346907,-117.80915,638.80005,25
8.19199,1.03125,8.19299,-0.015625,-0.015625,8.19299,0.07,-0.21,0.14,16.385,95057,535.334,-0.863708,40.9619,3.3,40.9629,3.3,40.9629,3.3,40.9639,3.3,81.9033,-0.000168,-0.000141,-0.000304,81.9073,8.33848,81.9073,8.32549,81.9093,Pad,1,1,1,1,0,0,0,0,81.9143,-0.706,-0.708,0.0109,0.000122,179,409.538,30.18,409.541,74808000,1,18,188.09,35.346908,-117.80915,638.76904,26
8.29099,1.03906,8.29399,-0.015625,-0.015625,8.29399,0.21,-0.07,0,16.585,95060,535.07,-1.12793,41.4609,3.3,41.4639,3.3,41.4639,3.3,41.4639,3.3,82.9033,-0.000168,-0.000144,-0.000304,82.9063,8.35146,82.9083,8.33848,82.9093,Pad,1,1,1,1,0,0,0,0,82.9143,-0.706,-0.708,0.00949,-0.00137,179,414.539,30.21,414.543,74813200,1,18,190.051,35.346907,-117.80915,638.74402,26
8.39099,1.03125,8.39299,-0.015625,-0.0117188,8.39299,0.21,0,0,16.785,95060,535.07,-1.12793,41.9609,3.3,41.9649,3.3,41.9649,3.3,41.9649,3.3,83.9043,-0.000166,-0.000142,-0.00031,83.9063,8.33848,83.9073,8.32549,83.9093,Pad,1,1,1,1,0,0,0,0,83.9153,-0.706,-0.708,0.0108,-0.000305,179,419.54,30.23,419.543,74818200,1,18,192.019,35.346908,-117.80915,638.70502,26
8.49099,1.03906,8.49299,-0.015625,-0.0195312,8.49399,0.07,-0.14,0,16.985,95055,535.508,-0.689331,42.4619,3.3,42.4629,3.3,42.4629,3.3,42.4639,3.3,84.9043,-0.000168,-0.000142,-0.000304,84.9073,8.35146,84.9073,8.33848,84.9093,Pad,1,1,1,1,0,0,0,0,84.9163,-0.706,-0.708,0.0108,0,179,424.54,30.27,424.543,74823400,1,18,193.98,35.346908,-117.80915,638.71802,26
8.59099,1.04688,8.59199,-0.015625,-0.015625,8.59399,0.14,-0.14,-0.07,17.185,95064,534.718,-1.47937,42.9629,3.3,42.9629,3.3,42.9629,3.3,42.9639,3.3,85.9032,-0.000171,-0.000142,-0.000307,85.9072,8.33848,85.9072,8.32873,85.9092,Pad,1,1,1,1,0,0,0,0,85.9142,-0.706,-0.708,0.0106,-0.000336,179,429.542,30.29,429.544,74828400,1,18,195.955,35.346908,-117.80915,638.70001,26
8.69099,1.04688,8.69199,-0.015625,-0.015625,8.693,0.07,-0.07,0,17.385,95051,535.86,-0.337891,43.4608,3.3,43.4638,3.3,43.4648,3.3,43.4648,3.3,86.9032,-0.000171,-0.000142,-0.000307,86.9072,8.35146,86.9072,8.33848,86.9092,Pad,1,1,1,1,0,0,0,0,86.9142,-0.706,-0.708,0.0123,-0.00134,179,434.542,30.33,434.545,74833600,1,18,197.944,35.346909,-117.80915,638.68903,26
8.792,1.03125,8.793,-0.015625,-0.015625,8.793,0.21,0,0,17.585,95058,535.247,-0.950928,43.9608,3.3,43.9618,3.3,43.9648,3.3,43.9648,3.3,87.9032,-0.000171,-0.000142,-0.000304,87.9072,8.33848,87.9072,8.32873,87.9092,Pad,1,1,1,1,0,0,0,0,87.9142,-0.706,-0.708,0.0118,-0.000519,178,439.543,30.34,439.545,74838600,1,18,199.903,35.346909,-117.80914,638.69806,26
8.892,1.03125,8.893,-0.0117188,-0.015625,8.894,0.14,-0.14,0,17.785,95056,535.421,-0.77655,44.4618,3.3,44.4618,3.3,44.4638,3.3,44.4648,3.3,88.9042,-0.000168,-0.000142,-0.000307,88.9072,8.34822,88.9072,8.33523,88.9102,Pad,1,1,1,1,0,0,0,0,88.9142,-0.706,-0.708,0.00934,-0.000275,179,444.544,30.35,444.546,74843800,1,18,201.841,35.346909,-117.80914,638.67505,26
8.992,1.03125,8.992,-0.015625,-0.015625,8.993,0.14,-0.14,-0.07,17.985,95053,535.683,-0.514954,44.9628,3.3,44.9628,3.3,44.9638,3.3,44.9638,3.3,89.9042,-0.000168,-0.000141,-0.000307,89.9062,8.33848,89.9082,8.32873,89.9102,Pad,1,1,1,1,0,0,0,0,89.9142,-0.706,-0.708,0.0111,-0.000702,179,449.544,30.37,449.548,74848800,1,18,203.807,35.34691,-117.80914,638.65302,26
9.093,1.05078,9.093,-0.0117188,-0.015625,9.094,0.07,-0.07,0,18.185,95055,535.508,-0.689331,45.4608,3.3,45.4618,3.3,45.4628,3.3,45.4668,3.3,90.9032,-0.000168,-0.000143,-0.000307,90.9072,8.34822,90.9072,8.33848,90.9102,Pad,1,1,1,1,0,0,0,0,90.9172,-0.706,-0.708,0.0109,-0.000336,179,454.546,30.39,454.548,74853800,1,18,205.784,35.34691,-117.80914,638.65704,26
9.192,1.03516,9.193,-0.015625,-0.015625,9.193,0.14,-0.14,0,18.385,95055,535.508,-0.689331,45.9608,3.3,45.9638,3.3,45.9648,3.3,45.9648,3.3,91.9042,-0.000168,-0.000142,-0.000307,91.9072,8.33848,91.9082,8.32873,91.9102,Pad,1,1,1,1,0,0,0,0,91.9152,-0.706,-0.708,0.0108,0,179,459.546,30.41,459.549,74859000,1,18,207.757,35.346911,-117.80914,638.64105,26
9.295,1.03125,9.295,-0.015625,-0.015625,9.296,0.21,-0.14,-0.14,18.585,95062,534.895,-1.30237,46.4608,3.3,46.4618,3.3,46.4648,3.3,46.4648,3.3,92.9032,-0.000171,-0.000142,-0.000304,92.9072,8.34497,92.9082,8.33198,92.9102,Pad,1,1,1,1,0,0,0,0,92.9152,-0.706,-0.708,0.0101,-0.000763,179,464.546,30.45,464.55,74864200,1,18,209.72,35.346911,-117.80914,638.62201,26
9.391,1.04297,9.392,-0.015625,-0.015625,9.394,0.21,-0.14,0,18.785,95065,534.631,-1.56659,46.9628,3.3,46.9628,3.3,46.9628,3.3,46.9638,3.3,93.9032,-0.000168,-0.000143,-0.000304,93.9062,8.34497,93.9081,8.33198,93.9101,Pad,1,1,1,1,0,0,0,0,93.9151,-0.706,-0.708,0.0105,0.00137,179,469.547,30.48,469.55,74869200,1,18,211.701,35.346912,-117.80914,638.64801,26
9.491,1.04297,9.494,-0.0117188,-0.0195312,9.494,0,-0.07,-0.07,18.986,95063,534.808,-1.38953,47.4628,3.3,47.4628,3.3,47.4638,3.3,47.4638,3.3,94.9031,-0.000168,-0.000142,-0.000304,94.9071,8.33523,94.9071,8.32549,94.9091,Pad,1,1,1,1,0,0,0,0,94.9141,-0.706,-0.708,0.0107,-0.000122,179,474.549,30.51,474.55,74874200,1,18,213.645,35.346913,-117.80914,638.63306,26
9.591,1.04297,9.592,-0.0117188,-0.0117188,9.594,0.14,0,0,19.185,95057,535.334,-0.863708,47.9608,3.3,47.9618,3.3,47.9648,3.3,47.9648,3.3,95.9031,-0.000168,-0.000143,-0.000304,95.9071,8.35146,95.9071,8.33848,95.9091,Pad,1,1,1,1,0,0,0,0,95.9141,-0.706,-0.708,0.0102,-0.000671,179,479.548,30.55,479.552,74879400,1,18,215.617,35.346914,-117.80914,638.65802,26
9.694,1.03906,9.694,-0.015625,-0.015625,9.694,0.07,-0.14,-0.07,19.385,95060,535.07,-1.12793,48.4618,3.3,48.4618,3.3,48.4628,3.3,48.4658,3.3,96.9041,-0.000168,-0.000141,-0.000307,96.9071,8.33523,96.9071,8.32549,96.9091,Pad,1,1,1,1,0,0,0,0,96.9141,-0.706,-0.708,0.0108,-0.00238,179,484.55,30.58,484.553,74884400,1,18,217.55,35.346915,-117.80914,638.60706,26
9.791,1.02734,9.792,-0.015625,-0.015625,9.793,0.07,-0.14,0,19.586,95056,535.421,-0.77655,48.9628,3.3,48.9628,3.3,48.9628,3.3,48.9638,3.3,97.9031,-0.000168,-0.000142,-0.000307,97.9061,8.34822,97.9071,8.33848,97.9091,Pad,1,1,1,1,0,0,0,0,97.9151,-0.706,-0.708,0.0107,0.000366,179,489.55,30.62,489.552,74889600,1,18,219.522,35.346915,-117.80914,638.64606,26
9.893,1.04297,9.893,-0.015625,-0.015625,9.894,0.07,-0.14,0,19.786,95055,535.508,-0.689331,49.4638,3.3,49.4638,3.3,49.4638,3.3,49.4648,3.3,98.9031,-0.000168,-0.000141,-0.00031,98.9061,8.33848,98.9081,8.32549,98.9101,Pad,1,1,1,1,0,0,0,0,98.9171,-0.706,-0.708,0.0117,-9.16e-05,179,494.552,30.65,494.553,74894600,1,18,221.506,35.346916,-117.80914,638.66205,26
9.992,1.03125,9.993,-0.015625,-0.015625,9.993,0.14,-0.14,0,19.985,95058,535.247,-0.950928,49.9608,3.3,49.9638,3.3,49.9638,3.3,49.9638,3.3,99.904,-0.000168,-0.000142,-0.000307,99.908,8.34822,99.908,8.33523,99.911,Pad,1,1,1,1,0,0,0,0,99.916,-0.706,-0.708,0.0114,-0.00113,179,499.552,30.66,499.554,74899800,1,18,223.453,35.346917,-117.80914,638.66901,26
10.091,1.05469,10.092,-0.015625,-0.0195312,10.094,0.07,-0.21,0,20.185,95054,535.595,-0.602112,50.4608,3.3,50.4618,3.3,50.4638,3.3,50.4648,3.3,100.903,-0.000168,-0.000142,-0.00031,100.907,8.33523,100.907,8.32549,100.91,Pad,1,1,1,1,0,0,0,0,100.915,-0.706,-0.708,0.00931,-0.000183,179,504.551,30.7,504.554,74905000,1,18,225.436,35.346917,-117.80914,638.651,26
10.191,1.04297,10.193,-0.015625,-0.015625,10.194,0.14,-0.07,0,20.388,95058,535.247,-0.950928,50.9607,3.3,50.9637,3.3,50.9637,3.3,50.9637,3.3,101.903,-0.000171,-0.000142,-0.000307,101.907,8.34822,101.907,8.34172,101.909,Pad,1,1,1,1,0,0,0,0,101.915,-0.706,-0.708,0.0103,0.00153,179,509.554,30.72,509.555,74910000,1,18,227.385,35.346918,-117.80914,638.69501,26
10.291,1.03906,10.293,-0.0117188,-0.015625,10.294,0.14,-0.21,-0.07,20.585,95061,534.982,-1.21515,51.4617,3.3,51.4617,3.3,51.4637,3.3,51.4637,3.3,102.904,-0.000171,-0.000142,-0.000307,102.906,8.33523,102.907,8.32549,102.909,Pad,1,1,1,1,0,0,0,0,102.914,-0.706,-0.708,0.0119,0.000153,179,514.553,30.76,514.556,74915200,1,18,229.364,35.346918,-117.80914,638.716,26
10.391,1.03125,10.394,-0.015625,-0.015625,10.394,0.07,-0.14,0.07,20.785,95056,535.421,-0.77655,51.9607,3.3,51.9637,3.3,51.9647,3.3,51.9647,3.3,103.903,-0.000171,-0.000142,-0.000307,103.907,8.35146,103.907,8.33848,103.91,Pad,1,1,1,1,0,0,0,0,103.915,-0.706,-0.708,0.0113,-0.000977,179,519.551,30.78,519.554,74920400,1,18,231.368,35.346919,-117.80914,638.79205,26
10.492,1.03906,10.492,-0.015625,-0.0195312,10.493,0.07,-0.07,0,20.985,95058,535.247,-0.950928,52.4607,3.3,52.4637,3.3,52.4637,3.3,52.4647,3.3,104.904,-0.000171,-0.000142,-0.00031,104.906,8.33848,104.907,8.32549,104.91,Pad,1,1,1,1,0,0,0,0,104.914,-0.705,-0.709,0.0108,0.00122,179,524.55,30.79,524.555,74925400,1,18,233.338,35.346919,-117.80914,638.86505,26
10.591,1.04297,10.594,-0.0117188,-0.0117188,10.594,0.14,-0.07,0,21.185,95064,534.718,-1.47937,52.9607,3.3,52.9617,3.3,52.9627,3.3,52.9647,3.3,105.903,-0.000171,-0.000142,-0.000304,105.917,8.34822,105.918,8.33523,105.918,Pad,1,1,1,1,0,0,0,0,105.92,-0.705,-0.709,0.0098,0.00195,179,529.549,30.81,529.553,74930600,1,18,235.282,35.34692,-117.80914,638.96503,26
10.691,1.04297,10.693,-0.0117188,-0.0195312,10.694,0.07,-0.14,0,21.388,95062,534.895,-1.30237,53.4607,3.3,53.4647,3.3,53.4647,3.3,53.4647,3.3,106.903,-0.000171,-0.000142,-0.000307,106.906,8.33523,106.907,8.32549,106.909,Pad,1,1,1,1,0,0,0,0,106.914,-0.705,-0.709,0.0118,-0.000153,179,534.548,30.84,534.551,74935600,1,18,237.23,35.346921,-117.80914,639.02203,26
10.792,1.03906,10.792,-0.0117188,-0.015625,10.793,0.14,-0.21,0,21.586,95057,535.334,-0.863708,53.9607,3.3,53.9637,3.3,53.9637,3.3,53.9647,3.3,107.903,-0.000168,-0.000142,-0.000307,107.906,8.34822,107.907,8.33848,107.909,Pad,1,1,1,1,0,0,0,0,107.916,-0.705,-0.709,0.0103,0.00131,179,539.546,30.88,539.549,74940800,1,18,239.192,35.346921,-117.80914,639.05701,26
10.891,1.03516,10.894,-0.015625,-0.0195312,10.894,0.07,-0.14,-0.07,21.786,95059,535.157,-1.04077,54.4617,3.3,54.4617,3.3,54.4627,3.3,54.4657,3.3,108.903,-0.000168,-0.000142,-0.000304,108.907,8.33848,108.907,8.32549,108.909,Pad,1,1,1,1,0,0,0,0,108.914,-0.705,-0.709,0.0114,-0.00146,179,544.548,30.89,544.549,74945800,1,18,241.15,35.346922,-117.80914,639.11603,26
10.992,1.03516,10.992,-0.015625,-0.015625,10.993,0.14,-0.14,0,21.986,95057,535.334,-0.863708,54.9627,3.3,54.9627,3.3,54.9637,3.3,54.9637,3.3,109.904,-0.000171,-0.000143,-0.000307,109.906,8.34497,109.907,8.33523,109.914,Pad,1,1,1,1,0,0,0,0,109.917,-0.706,-0.708,0.00916,-0.00113,179,549.546,30.93,549.547,74950800,1,18,243.098,35.346922,-117.80914,639.15002,26
11.092,1.04688,11.092,-0.015625,-0.0195312,11.093,0.14,-0.21,-0.14,22.186,95064,534.718,-1.47937,55.4627,3.3,55.4637,3.3,55.4637,3.3,55.4637,3.3,110.903,-0.000168,-0.000141,-0.000307,110.906,8.33848,110.907,8.32549,110.909,Pad,1,1,1,1,0,0,0,0,110.915,-0.705,-0.709,0.0115,-0.000122,179,554.544,30.95,554.546,74956000,1,18,245.06,35.346922,-117.80914,639.23004,26
11.191,1.03516,11.193,-0.015625,-0.015625,11.194,0.14,-0.14,0,22.385,95057,535.334,-0.863708,55.9607,3.3,55.9637,3.3,55.9637,3.3,55.9647,3.3,111.903,-0.000168,-0.000142,-0.000304,111.907,8.34822,111.907,8.33523,111.909,Pad,1,1,1,1,0,0,0,0,111.915,-0.705,-0.709,0.00946,-0.0014,179,559.544,30.96,559.544,74961000,1,18,247.011,35.346922,-117.80914,639.29803,26
11.291,1.04688,11.294,-0.015625,-0.015625,11.294,0.14,-0.14,-0.07,22.585,95053,535.683,-0.514954,56.4617,3.3,56.4627,3.3,56.4627,3.3,56.4637,3.3,112.903,-0.000168,-0.000141,-0.000307,112.906,8.33523,112.907,8.32549,112.91,Pad,1,1,1,1,0,0,0,0,112.916,-0.705,-0.709,0.0103,-0.000732,179,564.544,30.98,564.545,74966200,1,18,248.984,35.346923,-117.80914,639.37604,26
